,customer_id,customer_name,customer_segment,order_id,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,order_details_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_name,product_category,product_subcategory,product_manufacturer
5038,693,Shahid Shariari,Consumer,CA-2015-127558,11/15/15,Los Angeles,California,West,United States,90008,11/18/15,First Class,715,73,2,0, $5.00 ,0.26, $20.00 ,Acme Box Cutter Scissors,Office Supplies,Supplies,Acme
5039,84,Berenike Kampe,Consumer,CA-2016-113110,3/19/16,San Bernardino,California,West,United States,92404,3/23/16,Standard Class,2048,1657,6,0, $20.00 ,0.49, $40.00 ,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,Wirebound
5040,290,Fred Hopkins,Corporate,US-2018-124303,7/6/18,Philadelphia,Pennsylvania,East,United States,19120,7/13/18,Standard Class,9652,1657,3,0.2, $6.00 ,0.36, $16.00 ,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,Wirebound
5041,561,Nathan Gelder,Consumer,CA-2018-130386,11/12/18,Austin,Texas,Central,United States,78745,11/18/18,Standard Class,6825,1657,3,0.2, $6.00 ,0.36, $16.00 ,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,Wirebound
5042,84,Berenike Kampe,Consumer,CA-2017-130799,11/11/17,San Francisco,California,West,United States,94110,11/16/17,Second Class,4397,587,4,0, $2.00 ,0.32, $7.00 ,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Eldon
5043,91,Bill Shonely,Corporate,US-2015-148194,5/4/15,Seattle,Washington,West,United States,98105,5/7/15,First Class,8530,587,7,0, $4.00 ,0.32, $12.00 ,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Eldon
5044,168,Claudia Bergmann,Corporate,CA-2016-113971,5/8/16,Cuyahoga Falls,Ohio,East,United States,44221,5/14/16,Standard Class,2078,587,6,0.2, $1.00 ,0.15, $8.00 ,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Eldon
5045,172,Clytie Kelty,Consumer,CA-2015-106264,12/26/15,San Diego,California,West,United States,92024,12/30/15,Standard Class,184,587,2,0, $1.00 ,0.32, $3.00 ,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Eldon
5046,589,Patrick O'Brill,Consumer,CA-2018-129021,8/23/18,Tallahassee,Florida,South,United States,32303,8/26/18,Second Class,6781,587,2,0.2, $-   ,0.15, $3.00 ,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Eldon
5047,84,Berenike Kampe,Consumer,CA-2018-117009,9/22/18,Santa Ana,California,West,United States,92704,9/28/18,Standard Class,6229,671,2,0, $6.00 ,0.28, $22.00 ,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars
5048,250,Edward Hooks,Corporate,CA-2017-155565,5/28/17,New York City,New York,East,United States,10035,5/28/17,Same Day,5126,671,5,0, $15.00 ,0.28, $55.00 ,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars
5049,328,Helen Wasserman,Corporate,CA-2017-140130,10/31/17,Tulsa,Oklahoma,Central,United States,74133,11/5/17,Standard Class,4663,671,2,0, $6.00 ,0.28, $22.00 ,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars
5050,447,Kunst Miller,Consumer,CA-2017-109666,4/19/17,New York City,New York,East,United States,10035,4/26/17,Standard Class,3738,671,5,0, $15.00 ,0.28, $55.00 ,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars
5051,458,Lena Creighton,Consumer,CA-2017-145583,10/13/17,Roseville,California,West,United States,95661,10/19/17,Standard Class,4833,671,6,0, $18.00 ,0.28, $66.00 ,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars
5052,610,Philip Fox,Consumer,CA-2016-101707,8/27/16,San Diego,California,West,United States,92105,9/1/16,Standard Class,1716,671,3,0, $9.00 ,0.28, $33.00 ,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars
5053,732,Tamara Dahlen,Consumer,CA-2018-104010,4/23/18,New York City,New York,East,United States,10011,4/25/18,First Class,5776,671,5,0, $15.00 ,0.28, $55.00 ,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars
5054,84,Berenike Kampe,Consumer,US-2015-140452,12/6/15,Chicago,Illinois,Central,United States,60610,12/10/15,Standard Class,8493,1185,3,0.6, $(5.00),-0.45, $11.00 ,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,Nu-Dell
5055,101,Bradley Nguyen,Consumer,CA-2017-169943,5/19/17,New York City,New York,East,United States,10011,5/24/17,Standard Class,5578,1185,4,0, $15.00 ,0.42, $36.00 ,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,Nu-Dell
5056,148,Chris McAfee,Consumer,CA-2017-149237,5/26/17,Milwaukee,Wisconsin,Central,United States,53209,5/30/17,Standard Class,4942,1185,3,0, $11.00 ,0.42, $27.00 ,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,Nu-Dell
5057,297,Gary Zandusky,Consumer,CA-2016-154795,12/20/16,Bullhead City,Arizona,West,United States,86442,12/24/16,Standard Class,3124,1185,2,0.2, $4.00 ,0.28, $14.00 ,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,Nu-Dell
5058,479,Luke Schmidt,Corporate,CA-2017-160129,11/23/17,Philadelphia,Pennsylvania,East,United States,19140,11/23/17,Same Day,5281,1185,2,0.2, $4.00 ,0.28, $14.00 ,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,Nu-Dell
5059,503,Matt Abelman,Home Office,CA-2015-124478,8/8/15,Trenton,Michigan,Central,United States,48183,8/12/15,Standard Class,600,1185,6,0, $23.00 ,0.42, $54.00 ,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,Nu-Dell
5060,766,Tracy Blumstein,Consumer,CA-2017-117912,2/4/17,Sierra Vista,Arizona,West,United States,85635,2/8/17,Standard Class,4012,1185,2,0.2, $4.00 ,0.28, $14.00 ,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,Nu-Dell
5061,84,Berenike Kampe,Consumer,US-2015-140452,12/6/15,Chicago,Illinois,Central,United States,60610,12/10/15,Standard Class,8494,334,4,0.8, $(32.00),-2.25, $14.00 ,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,Bionaire
5062,156,Christine Sundaresam,Consumer,CA-2018-165687,11/17/18,Salem,Virginia,South,United States,24153,11/23/18,Standard Class,8154,334,2,0, $12.00 ,0.35, $35.00 ,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,Bionaire
5063,160,Christy Brittain,Consumer,CA-2017-139941,6/12/17,Long Beach,New York,East,United States,11561,6/17/17,Standard Class,4651,334,3,0, $18.00 ,0.35, $53.00 ,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,Bionaire
5064,778,Valerie Takahito,Home Office,CA-2016-167010,4/5/16,Philadelphia,Pennsylvania,East,United States,19143,4/10/16,Standard Class,3408,334,7,0.2, $18.00 ,0.19, $98.00 ,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,Bionaire
5065,84,Berenike Kampe,Consumer,US-2015-140452,12/6/15,Chicago,Illinois,Central,United States,60610,12/10/15,Standard Class,8495,1359,2,0.2, $(8.00),-0.24, $35.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5066,147,Chris Cortes,Consumer,CA-2017-131380,3/28/17,Los Angeles,California,West,United States,90032,3/31/17,Second Class,4417,1359,4,0, $1.00 ,0.01, $88.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5067,211,David Smith,Corporate,CA-2016-163055,8/9/16,Detroit,Michigan,Central,United States,48227,8/16/16,Standard Class,3320,1359,1,0, $-   ,0.01, $22.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5068,285,Frank Merwin,Home Office,CA-2018-121160,11/4/18,Bryan,Texas,Central,United States,77803,11/4/18,Same Day,6432,1359,3,0.2, $(13.00),-0.24, $53.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5069,286,Frank Olsen,Consumer,US-2018-107979,6/8/18,Glendale,Arizona,West,United States,85301,6/13/18,Standard Class,9505,1359,2,0.2, $(8.00),-0.24, $35.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5070,401,Joy Smith,Consumer,CA-2017-163776,7/19/17,Hattiesburg,Mississippi,South,United States,39401,7/25/17,Standard Class,5401,1359,4,0, $1.00 ,0.01, $88.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5071,638,Rob Dowd,Consumer,CA-2018-139437,7/3/18,Los Angeles,California,West,United States,90004,7/8/18,Standard Class,7170,1359,4,0, $1.00 ,0.01, $88.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5072,640,Rob Lucas,Consumer,CA-2017-144764,9/2/17,Chicago,Illinois,Central,United States,60623,9/8/17,Standard Class,4787,1359,2,0.2, $(8.00),-0.24, $35.00 ,Rogers Deluxe File Chest,Office Supplies,Storage,Rogers
5073,84,Berenike Kampe,Consumer,US-2015-140452,12/6/15,Chicago,Illinois,Central,United States,60610,12/10/15,Standard Class,8496,1454,4,0.2, $(7.00),-0.2, $35.00 ,Shocksock Galaxy S4 Armband,Technology,Phones,Other
5074,511,Maureen Gastineau,Home Office,US-2018-109316,6/8/18,Los Angeles,California,West,United States,90049,6/10/18,First Class,9525,1454,2,0.2, $(4.00),-0.2, $18.00 ,Shocksock Galaxy S4 Armband,Technology,Phones,Other
5075,555,Nat Carroll,Consumer,CA-2016-112452,4/4/16,Lansing,Michigan,Central,United States,48911,4/4/16,Same Day,2034,1454,1,0, $-   ,0.04, $11.00 ,Shocksock Galaxy S4 Armband,Technology,Phones,Other
5076,86,Beth Paige,Consumer,CA-2015-153976,10/3/15,Evanston,Illinois,Central,United States,60201,10/8/15,Second Class,1301,755,3,0.3, $(70.00),-0.27, $258.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5077,93,Bill Tyler,Corporate,CA-2016-110016,11/29/16,Detroit,Michigan,Central,United States,48227,12/4/16,Standard Class,1939,755,9,0, $122.00 ,0.11," $1,107.00 ","Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5078,280,Filia McAdams,Corporate,CA-2017-134516,9/20/17,Greensboro,North Carolina,South,United States,27405,9/25/17,Standard Class,4513,755,1,0.2, $(11.00),-0.11, $98.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5079,343,James Galang,Consumer,CA-2018-118885,12/29/18,Los Angeles,California,West,United States,90049,1/2/19,Standard Class,6352,755,4,0.2, $(44.00),-0.11, $394.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5080,347,Jane Waco,Corporate,CA-2017-133935,9/18/17,San Diego,California,West,United States,92105,9/22/17,Standard Class,4491,755,9,0.2, $(100.00),-0.11, $886.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5081,388,John Lee,Consumer,US-2015-138758,7/7/15,Philadelphia,Pennsylvania,East,United States,19120,7/11/15,Standard Class,8483,755,2,0.3, $(47.00),-0.27, $172.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5082,409,Justin Deggeller,Corporate,CA-2018-155880,3/25/18,Milwaukee,Wisconsin,Central,United States,53209,3/31/18,Standard Class,7786,755,3,0, $41.00 ,0.11, $369.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5083,492,Marina Lichtenstein,Corporate,CA-2015-164742,10/13/15,Lakewood,New Jersey,East,United States,8701,10/18/15,Second Class,1535,755,2,0, $27.00 ,0.11, $246.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5084,551,Muhammed MacIntyre,Corporate,CA-2017-124793,3/14/17,Seattle,Washington,West,United States,98103,3/16/17,First Class,4207,755,2,0.2, $(22.00),-0.11, $197.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5085,612,Phillina Ober,Home Office,CA-2016-110891,11/20/16,Philadelphia,Pennsylvania,East,United States,19140,11/24/16,Standard Class,1969,755,4,0.3, $(93.00),-0.27, $344.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5086,682,Scot Wooten,Consumer,US-2018-134642,2/25/18,Greenville,North Carolina,South,United States,27834,3/1/18,Standard Class,9749,755,2,0.2, $(22.00),-0.11, $197.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5087,740,Thea Hudgings,Corporate,CA-2017-125087,4/18/17,Houston,Texas,Central,United States,77070,4/23/17,Standard Class,4213,755,4,0.3, $(93.00),-0.27, $344.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5088,757,Todd Sumrall,Corporate,CA-2018-143112,10/5/18,New York City,New York,East,United States,10035,10/9/18,Standard Class,7328,755,2,0.1, $2.00 ,0.01, $221.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5089,786,Vivek Sundaresam,Consumer,US-2016-165512,5/24/16,Naperville,Illinois,Central,United States,60540,5/26/16,Second Class,8944,755,7,0.3, $(164.00),-0.27, $603.00 ,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global
5090,86,Beth Paige,Consumer,CA-2017-142398,4/12/17,Los Angeles,California,West,United States,90036,4/16/17,Standard Class,4720,948,1,0.2, $5.00 ,0.35, $13.00 ,JM Magazine Binder,Office Supplies,Binders,Other
5091,118,Bryan Davis,Consumer,CA-2017-165918,9/10/17,Edmonds,Washington,West,United States,98026,9/14/17,Standard Class,5473,948,3,0.2, $14.00 ,0.35, $40.00 ,JM Magazine Binder,Office Supplies,Binders,Other
5092,135,Catherine Glotzbach,Home Office,CA-2017-140081,6/20/17,Philadelphia,Pennsylvania,East,United States,19120,6/24/17,Standard Class,4659,948,6,0.7, $(22.00),-0.73, $30.00 ,JM Magazine Binder,Office Supplies,Binders,Other
5093,401,Joy Smith,Consumer,CA-2018-125990,10/19/18,San Francisco,California,West,United States,94122,10/23/18,Standard Class,6648,948,3,0.2, $14.00 ,0.35, $40.00 ,JM Magazine Binder,Office Supplies,Binders,Other
5094,433,Keith Herrera,Consumer,CA-2016-133242,6/18/16,Arlington,Virginia,South,United States,22204,6/24/16,Standard Class,2595,948,2,0, $16.00 ,0.48, $33.00 ,JM Magazine Binder,Office Supplies,Binders,Other
5095,633,Rick Huthwaite,Home Office,CA-2017-168354,9/19/17,Providence,Rhode Island,East,United States,2908,9/21/17,First Class,5532,948,3,0, $24.00 ,0.48, $50.00 ,JM Magazine Binder,Office Supplies,Binders,Other
5096,86,Beth Paige,Consumer,CA-2017-142398,4/12/17,Los Angeles,California,West,United States,90036,4/16/17,Standard Class,4721,831,7,0.2, $(32.00),-0.05, $638.00 ,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon
5097,129,Carlos Soltero,Consumer,CA-2016-151869,9/25/16,Freeport,New York,East,United States,11520,9/25/16,Same Day,3069,831,1,0.1, $7.00 ,0.07, $103.00 ,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon
5098,191,Dan Reichenbach,Corporate,CA-2018-148810,6/26/18,Miami,Florida,South,United States,33180,7/1/18,Standard Class,7549,831,3,0.2, $(14.00),-0.05, $274.00 ,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon
5099,365,Jeremy Farry,Consumer,CA-2016-141740,11/1/16,New York City,New York,East,United States,10009,11/5/16,Standard Class,2814,831,2,0.1, $14.00 ,0.07, $205.00 ,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon
5100,385,John Dryer,Consumer,CA-2017-134138,2/16/17,Belleville,New Jersey,East,United States,7109,2/20/17,Standard Class,4494,831,2,0, $36.00 ,0.16, $228.00 ,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon
5101,682,Scot Wooten,Consumer,CA-2018-111717,10/10/18,Aurora,Illinois,Central,United States,60505,10/16/18,Standard Class,6076,831,3,0.3, $(48.00),-0.2, $239.00 ,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon
5102,86,Beth Paige,Consumer,CA-2017-150483,5/31/17,Decatur,Illinois,Central,United States,62521,6/4/17,Standard Class,4984,1816,2,0.2, $4.00 ,0.35, $10.00 ,Xerox 212,Office Supplies,Paper,Xerox
5103,120,Bryan Spruell,Home Office,CA-2018-135279,4/9/18,New York City,New York,East,United States,10011,4/11/18,First Class,7026,1816,2,0, $6.00 ,0.48, $13.00 ,Xerox 212,Office Supplies,Paper,Xerox
5104,149,Chris Selesnick,Corporate,CA-2018-139080,1/23/18,Seattle,Washington,West,United States,98103,1/28/18,Standard Class,7152,1816,4,0, $12.00 ,0.48, $26.00 ,Xerox 212,Office Supplies,Paper,Xerox
5105,380,Joe Elijah,Consumer,CA-2016-110877,10/23/16,Houston,Texas,Central,United States,77041,10/26/16,First Class,1967,1816,7,0.2, $13.00 ,0.35, $36.00 ,Xerox 212,Office Supplies,Paper,Xerox
5106,513,Maurice Satty,Consumer,CA-2017-119186,5/26/17,Fort Worth,Texas,Central,United States,76106,5/26/17,Same Day,4054,1816,2,0.2, $4.00 ,0.35, $10.00 ,Xerox 212,Office Supplies,Paper,Xerox
5107,567,Neoma Murray,Consumer,CA-2017-158806,1/7/17,Amarillo,Texas,Central,United States,79109,1/11/17,Standard Class,5239,1816,5,0.2, $9.00 ,0.35, $26.00 ,Xerox 212,Office Supplies,Paper,Xerox
5108,632,Rick Hansen,Consumer,CA-2016-124891,7/31/16,New York City,New York,East,United States,10024,7/31/16,Same Day,2357,1816,3,0, $9.00 ,0.48, $19.00 ,Xerox 212,Office Supplies,Paper,Xerox
5109,86,Beth Paige,Consumer,CA-2017-150483,5/31/17,Decatur,Illinois,Central,United States,62521,6/4/17,Standard Class,4985,1690,4,0.2, $7.00 ,0.36, $18.00 ,Xerox 1899,Office Supplies,Paper,Xerox
5110,260,Emily Phan,Consumer,US-2018-125808,11/12/18,Los Angeles,California,West,United States,90032,11/15/18,Second Class,9672,1690,2,0, $6.00 ,0.49, $12.00 ,Xerox 1899,Office Supplies,Paper,Xerox
5111,360,Jennifer Ferguson,Consumer,US-2015-166828,8/22/15,Saint Charles,Missouri,Central,United States,63301,8/25/15,First Class,8632,1690,2,0, $6.00 ,0.49, $12.00 ,Xerox 1899,Office Supplies,Paper,Xerox
5112,518,Maya Herman,Corporate,CA-2018-103520,9/23/18,Lubbock,Texas,Central,United States,79424,9/25/18,First Class,5770,1690,2,0.2, $3.00 ,0.36, $9.00 ,Xerox 1899,Office Supplies,Paper,Xerox
5113,753,Toby Gnade,Consumer,CA-2016-143364,7/14/16,Mesa,Arizona,West,United States,85204,7/19/16,Second Class,2863,1690,4,0.2, $7.00 ,0.36, $18.00 ,Xerox 1899,Office Supplies,Paper,Xerox
5114,86,Beth Paige,Consumer,CA-2017-150483,5/31/17,Decatur,Illinois,Central,United States,62521,6/4/17,Standard Class,4986,625,3,0.6, $(13.00),-0.4, $32.00 ,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,Executive Impressions
5115,598,Paul Van Hugh,Home Office,US-2018-133081,3/11/18,Cambridge,Massachusetts,East,United States,2138,3/15/18,Standard Class,9734,625,1,0, $12.00 ,0.44, $27.00 ,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,Executive Impressions
5116,86,Beth Paige,Consumer,CA-2017-150483,5/31/17,Decatur,Illinois,Central,United States,62521,6/4/17,Standard Class,4987,756,3,0.3, $(38.00),-0.2, $191.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5117,219,Deirdre Greer,Corporate,CA-2016-130848,10/25/16,Denver,Colorado,West,United States,80219,10/25/16,Same Day,2514,756,8,0.2, $(29.00),-0.05, $582.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5118,295,Gary McGarr,Consumer,US-2015-155544,3/21/15,Knoxville,Tennessee,South,United States,37918,3/25/15,Standard Class,8569,756,3,0.2, $(11.00),-0.05, $218.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5119,365,Jeremy Farry,Consumer,CA-2016-133445,10/5/16,Portland,Oregon,West,United States,97206,10/9/16,Standard Class,2602,756,4,0.2, $(15.00),-0.05, $291.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5120,409,Justin Deggeller,Corporate,CA-2018-155880,3/25/18,Milwaukee,Wisconsin,Central,United States,53209,3/31/18,Standard Class,7785,756,1,0, $15.00 ,0.16, $91.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5121,411,Justin Hirsh,Consumer,CA-2016-126739,11/1/16,New York City,New York,East,United States,10035,11/3/16,Second Class,2409,756,4,0.1, $22.00 ,0.07, $328.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5122,425,Katherine Nockton,Corporate,CA-2018-113460,11/7/18,Clinton,Maryland,East,United States,20735,11/9/18,Second Class,6137,756,3,0, $44.00 ,0.16, $273.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5123,557,Natalie DeCherney,Consumer,CA-2015-109232,1/13/15,Mount Pleasant,South Carolina,South,United States,29464,1/16/15,Second Class,252,756,6,0, $87.00 ,0.16, $546.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5124,661,Russell D'Ascenzo,Consumer,CA-2018-160122,11/18/18,Chicago,Illinois,Central,United States,60623,11/23/18,Standard Class,7942,756,2,0.3, $(25.00),-0.2, $127.00 ,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global
5125,86,Beth Paige,Consumer,CA-2018-137505,11/24/18,Los Angeles,California,West,United States,90008,11/24/18,Same Day,7111,847,2,0.2, $9.00 ,0.03, $364.00 ,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Hon
5126,90,Bill Overfelt,Corporate,CA-2017-105207,1/3/17,Broken Arrow,Oklahoma,Central,United States,74012,1/8/17,Standard Class,3605,847,7,0, $350.00 ,0.22," $1,593.00 ","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Hon
5127,228,Denny Ordway,Consumer,US-2016-168935,11/27/16,Pembroke Pines,Florida,South,United States,33024,12/2/16,Standard Class,8959,847,3,0.45, $(157.00),-0.42, $375.00 ,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Hon
5128,446,Kristina Nunn,Home Office,CA-2018-126067,8/28/18,Seattle,Washington,West,United States,98105,9/3/18,Standard Class,6653,847,5,0, $250.00 ,0.22," $1,138.00 ","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Hon
5129,602,Penelope Sewall,Home Office,CA-2015-136567,12/20/15,Harrisonburg,Virginia,South,United States,22801,12/21/15,First Class,928,847,2,0, $100.00 ,0.22, $455.00 ,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Hon
5130,766,Tracy Blumstein,Consumer,CA-2015-142587,10/21/15,Fairfield,Ohio,East,United States,45014,10/22/15,First Class,1063,847,3,0.4, $(123.00),-0.3, $410.00 ,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Hon
5131,86,Beth Paige,Consumer,CA-2018-156664,12/18/18,Columbus,Ohio,East,United States,43229,12/23/18,Standard Class,7808,910,3,0.2, $2.00 ,0.36, $5.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5132,225,Dennis Pardue,Home Office,CA-2015-168592,9/8/15,San Francisco,California,West,United States,94110,9/14/15,Standard Class,1646,910,2,0, $2.00 ,0.49, $4.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5133,458,Lena Creighton,Consumer,CA-2017-145583,10/13/17,Roseville,California,West,United States,95661,10/19/17,Standard Class,4828,910,2,0, $2.00 ,0.49, $4.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5134,522,Michael Chen,Consumer,US-2018-102638,12/29/18,New York City,New York,East,United States,10035,12/31/18,First Class,9451,910,3,0, $3.00 ,0.49, $6.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5135,552,Muhammed Yedwab,Corporate,US-2017-132423,4/15/17,Grapevine,Texas,Central,United States,76051,4/19/17,Standard Class,9182,910,5,0.2, $3.00 ,0.36, $8.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5136,657,Roy Skaria,Home Office,CA-2017-107475,6/7/17,Philadelphia,Pennsylvania,East,United States,19120,6/11/17,Standard Class,3682,910,6,0.2, $3.00 ,0.36, $10.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5137,716,Steven Ward,Corporate,CA-2017-137050,7/14/17,New York City,New York,East,United States,10009,7/18/17,Second Class,4580,910,7,0, $7.00 ,0.49, $14.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5138,782,Victoria Pisteka,Corporate,CA-2016-111339,5/29/16,Columbus,Ohio,East,United States,43229,5/31/16,First Class,1985,910,5,0.2, $3.00 ,0.36, $8.00 ,Ideal Clamps,Office Supplies,Fasteners,Other
5139,86,Beth Paige,Consumer,CA-2018-156664,12/18/18,Columbus,Ohio,East,United States,43229,12/23/18,Standard Class,7810,1841,5,0.2, $30.00 ,0.33, $91.00 ,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Xerox
5140,265,Erica Hackney,Consumer,CA-2016-156510,9/25/16,Meriden,Connecticut,East,United States,6450,9/29/16,Standard Class,3179,1841,2,0, $21.00 ,0.46, $46.00 ,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Xerox
5141,604,Pete Kriz,Consumer,CA-2017-115756,9/5/17,Detroit,Michigan,Central,United States,48227,9/7/17,Second Class,3954,1841,4,0, $42.00 ,0.46, $91.00 ,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Xerox
5142,664,Sally Hughsby,Corporate,US-2015-112991,12/10/15,Caldwell,Idaho,West,United States,83605,12/14/15,Standard Class,8370,1841,4,0, $42.00 ,0.46, $91.00 ,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Xerox
5143,682,Scot Wooten,Consumer,CA-2017-130267,9/19/17,Stockton,California,West,United States,95207,9/23/17,Standard Class,4377,1841,7,0, $74.00 ,0.46, $160.00 ,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Xerox
5144,734,Tamara Willingham,Home Office,CA-2016-137113,12/1/16,Seattle,Washington,West,United States,98105,12/5/16,Second Class,2701,1841,5,0, $53.00 ,0.46, $114.00 ,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Xerox
5145,86,Beth Paige,Consumer,CA-2018-156664,12/18/18,Columbus,Ohio,East,United States,43229,12/23/18,Standard Class,7811,949,2,0.2, $13.00 ,0.1, $130.00 ,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Kensington
5146,134,Cassandra Brandow,Consumer,CA-2018-144484,9/11/18,San Francisco,California,West,United States,94110,9/11/18,Same Day,7377,949,5,0, $114.00 ,0.28, $407.00 ,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Kensington
5147,136,Cathy Armstrong,Home Office,CA-2017-107328,8/8/17,Los Angeles,California,West,United States,90036,8/15/17,Standard Class,3680,949,6,0, $137.00 ,0.28, $488.00 ,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Kensington
